SHEET,CHAIN,CO_OWNED,STATE,SOUTNJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,EMPFT,EMPPT,NMGRS,WAGE_ST,PSODA,PFRY,PENTREE,STATUS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,PSODA2,PFRY2,PENTREE2,Full_Time_Equivalent1,Full_Time_Equivalent2,FULLMEAL,FULLMEAL2,treat,store_id,dFTE,GAP,NJ,KFC,ROYS,WEND,NJ_x_CO,GAP_x_CO,large,NJ_x_large
294,1,0,1,0,0,1,0,0,0,0.0,35.0,3.0,,1.06,0.95,0.95,1,0.0,35.0,3.0,5.05,1.05,0.94,0.94,20.5,20.5,2.96,2.9299999999999997,1,294,0.0,0.0,1,0,0,0,0,0.0,1,1
306,3,1,1,0,0,1,0,0,0,15.0,15.0,3.0,,1.02,,1.06,1,6.0,20.0,3.0,5.05,1.11,1.05,1.05,25.5,19.0,,3.21,1,306,-6.5,0.0,1,0,1,0,1,0.0,1,1
311,4,0,1,0,0,1,0,0,0,0.0,30.0,4.0,,0.91,0.91,1.06,1,35.0,30.0,3.0,5.05,1.01,0.95,1.05,19.0,53.0,2.88,3.01,1,311,34.0,0.0,1,0,0,1,0,0.0,0,0
315,1,0,1,1,0,0,0,0,0,5.0,19.0,2.0,,1.0,0.85,0.88,1,4.5,20.0,2.0,5.05,1.05,0.84,0.87,16.5,16.5,2.73,2.7600000000000002,1,315,0.0,0.0,1,0,0,0,0,0.0,0,0
335,1,1,1,1,0,0,0,0,0,9.0,10.0,3.0,,1.06,0.92,0.92,1,7.0,13.0,3.0,5.05,1.05,0.94,0.94,17.0,16.5,2.9,2.9299999999999997,1,335,-0.5,0.0,1,0,0,0,1,0.0,0,0
372,1,1,1,0,0,1,0,0,0,0.0,45.0,5.0,,1.1,0.95,1.1,1,30.0,20.0,5.0,5.05,1.06,1.05,1.04,27.5,45.0,3.15,3.1500000000000004,1,372,17.5,0.0,1,0,0,0,1,0.0,1,1
6,3,1,1,0,1,0,0,0,0,2.0,2.0,2.0,5.0,1.2,1.17,2.35,1,5.0,2.0,2.0,5.05,1.11,1.01,2.23,5.0,8.0,4.720000000000001,4.35,1,6,3.0,0.009999999999999964,1,0,1,0,1,0.009999999999999964,0,0
14,2,0,1,0,1,0,0,0,0,10.0,8.0,2.0,5.12,1.06,0.85,2.49,1,4.0,17.0,3.0,5.05,1.05,0.94,2.6,16.0,15.5,4.4,4.59,1,14,-0.5,0.0,1,1,0,0,0,0.0,0,0
26,1,0,1,0,0,1,0,0,0,30.0,15.0,4.0,5.56,1.06,0.91,0.98,1,10.0,20.0,4.0,5.05,1.01,0.94,0.94,41.5,24.0,2.95,2.8899999999999997,1,26,-17.5,0.0,1,0,0,0,0,0.0,1,1
27,2,1,1,0,1,0,0,0,0,4.0,10.0,4.0,5.0,1.06,0.85,2.34,1,0.0,7.0,4.0,5.05,1.05,0.84,2.53,13.0,7.5,4.25,4.42,1,27,-5.5,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
30,2,0,1,0,0,1,0,0,0,6.0,4.0,2.0,5.0,1.06,1.06,2.53,1,4.0,3.0,2.0,5.05,0.94,0.92,2.69,10.0,7.5,4.65,4.55,1,30,-2.5,0.009999999999999964,1,1,0,0,0,0.0,0,0
31,2,0,1,0,1,0,0,0,0,4.0,16.0,3.0,5.25,1.03,1.06,2.56,1,6.0,15.0,5.0,5.05,1.0,1.05,2.64,15.0,18.5,4.65,4.6899999999999995,1,31,3.5,0.0,1,1,0,0,0,0.0,0,0
33,3,0,1,0,0,1,0,0,0,12.0,20.0,4.0,5.0,1.02,1.07,0.95,1,6.0,11.0,5.0,5.05,1.11,1.06,1.05,26.0,16.5,3.04,3.2199999999999998,1,33,-9.5,0.009999999999999964,1,0,1,0,0,0.0,1,1
36,4,0,1,0,1,0,0,0,0,8.0,12.0,4.0,5.5,1.02,0.91,2.57,1,10.0,35.0,6.0,5.05,0.95,0.89,1.19,18.0,33.5,4.5,3.03,1,36,15.5,0.0,1,0,0,1,0,0.0,0,0
77,3,0,1,0,0,1,0,0,0,6.0,50.0,4.0,5.0,1.18,1.07,1.17,1,4.0,60.0,3.0,5.05,1.06,1.06,1.05,35.0,37.0,3.42,3.17,1,77,2.0,0.009999999999999964,1,0,1,0,0,0.0,1,1
78,3,1,1,0,0,1,0,0,0,13.0,10.0,3.0,5.0,1.12,1.02,1.02,1,10.0,12.0,2.0,5.05,1.11,1.01,1.05,21.0,18.0,3.16,3.17,1,78,-3.0,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
81,4,0,1,0,0,1,0,0,0,25.0,13.0,3.0,5.0,1.06,0.98,1.06,1,0.0,45.0,4.0,5.05,1.11,0.98,2.07,34.5,26.5,3.1,4.16,1,81,-8.0,0.009999999999999964,1,0,0,1,0,0.0,1,1
82,4,0,1,0,0,1,0,0,0,8.0,14.5,3.0,5.0,1.06,1.03,1.06,1,25.0,8.0,4.0,5.05,1.11,0.98,1.05,18.25,33.0,3.15,3.1399999999999997,1,82,14.75,0.009999999999999964,1,0,0,1,0,0.0,0,0
83,4,0,1,0,0,1,0,0,0,12.5,20.0,2.0,5.0,1.06,0.98,2.13,1,,,4.0,5.05,1.11,0.89,0.99,24.5,,4.17,2.99,1,83,,0.009999999999999964,1,0,0,1,0,0.0,1,1
85,1,0,1,0,1,0,0,0,1,7.0,20.0,3.0,5.5,1.12,1.02,1.02,1,0.0,35.0,3.0,5.05,1.11,1.01,1.05,20.0,20.5,3.16,3.17,1,85,0.5,0.0,1,0,0,0,0,0.0,1,1
89,1,1,1,0,1,0,0,0,0,10.0,6.0,3.0,5.0,1.09,0.95,1.04,1,6.0,25.0,6.0,5.5,1.11,1.01,1.05,16.0,24.5,3.08,3.17,1,89,8.5,0.009999999999999964,1,0,0,0,1,0.009999999999999964,0,0
94,2,0,1,0,1,0,0,0,0,0.0,25.0,5.0,5.0,1.06,0.8,2.56,1,2.0,20.0,4.0,5.05,1.05,0.79,2.53,17.5,16.0,4.42,4.37,1,94,-1.5,0.009999999999999964,1,1,0,0,0,0.0,0,0
103,4,0,1,0,0,1,0,0,0,12.5,10.0,3.0,5.0,0.91,0.85,0.95,1,,,2.0,5.05,1.05,0.84,1.26,20.5,,2.71,3.1500000000000004,1,103,,0.009999999999999964,1,0,0,1,0,0.0,1,1
112,4,0,1,0,0,1,0,0,0,4.0,26.0,3.0,5.0,1.06,0.98,1.06,1,5.0,25.0,6.0,5.05,1.11,1.09,2.07,20.0,23.5,3.1,4.27,1,112,3.5,0.009999999999999964,1,0,0,1,0,0.0,1,1
128,2,1,1,0,1,0,0,0,0,6.5,7.5,2.0,5.0,1.06,0.85,2.34,1,3.0,16.0,2.0,5.05,1.05,0.79,2.32,12.25,13.0,4.25,4.16,1,128,0.75,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
129,3,0,1,0,1,0,0,0,0,20.0,20.0,3.0,5.25,1.1,1.0,0.74,1,7.0,18.0,4.0,5.05,1.11,1.0,0.89,33.0,20.0,2.84,3.0000000000000004,1,129,-13.0,0.0,1,0,1,0,0,0.0,1,1
131,3,0,1,0,1,0,0,0,0,15.0,25.0,4.0,5.5,1.06,1.06,1.06,1,8.0,22.0,3.0,5.05,1.05,1.11,1.05,31.5,22.0,3.18,3.21,1,131,-9.5,0.0,1,0,1,0,0,0.0,1,1
139,4,0,1,0,1,0,0,0,0,,,2.0,5.5,0.95,0.95,1.06,1,11.0,25.0,5.0,5.5,,,,,28.5,2.96,,1,139,,0.0,1,0,0,1,0,0.0,0,0
143,4,0,1,0,1,0,0,0,0,0.0,30.0,3.0,5.37,0.95,0.95,1.06,4,,,,,,,,18.0,,2.96,,1,143,,0.0,1,0,0,1,0,0.0,0,0
144,4,0,1,0,1,0,0,0,0,10.0,30.0,3.0,5.05,0.91,0.85,1.06,1,4.0,37.0,3.0,5.05,0.94,0.94,1.26,28.0,25.5,2.8200000000000003,3.1399999999999997,1,144,-2.5,0.0,1,0,0,1,0,0.0,1,1
145,1,0,1,0,0,1,0,0,0,5.0,17.0,3.0,5.0,1.06,0.95,0.95,1,10.0,8.0,4.0,5.28,1.05,0.96,0.95,16.5,18.0,2.96,2.96,1,145,1.5,0.009999999999999964,1,0,0,0,0,0.0,0,0
147,1,0,1,0,0,1,0,0,0,8.5,6.5,3.0,5.12,1.12,0.89,0.95,1,6.0,0.0,3.0,5.25,1.13,0.91,0.91,14.75,9.0,2.96,2.95,1,147,-5.75,0.0,1,0,0,0,0,0.0,0,0
148,1,0,1,0,0,1,0,0,0,4.5,30.0,4.0,5.25,1.06,0.95,0.95,1,7.5,30.0,4.0,5.05,1.05,0.94,0.94,23.5,26.5,2.96,2.9299999999999997,1,148,3.0,0.0,1,0,0,0,0,0.0,1,1
151,1,0,1,0,0,1,0,0,0,1.0,12.0,3.0,5.0,1.09,0.81,1.04,3,0.0,0.0,0.0,,,,,10.0,0.0,2.9400000000000004,,1,151,-10.0,0.009999999999999964,1,0,0,0,0,0.0,0,0
152,1,0,1,0,0,1,0,0,0,35.0,15.0,4.0,5.12,1.17,0.95,1.02,1,12.0,13.5,5.0,5.05,1.16,0.94,0.94,46.5,23.75,3.14,3.0399999999999996,1,152,-22.75,0.0,1,0,0,0,0,0.0,1,1
157,2,0,1,0,0,1,0,0,0,10.0,5.0,3.0,5.0,0.91,0.85,2.34,1,12.0,8.0,2.0,5.5,0.95,0.83,2.47,15.5,18.0,4.1,4.25,1,157,2.5,0.009999999999999964,1,1,0,0,0,0.0,0,0
161,3,1,1,0,0,1,0,0,0,8.0,25.0,4.0,5.0,1.12,1.02,1.06,1,26.0,12.0,4.0,5.05,1.11,1.06,1.05,24.5,36.0,3.2,3.2199999999999998,1,161,11.5,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
163,3,1,1,0,0,1,0,0,0,12.0,18.0,3.0,5.0,1.2,1.07,1.06,1,1.5,33.0,3.0,5.05,,,,24.0,21.0,3.33,,1,163,-3.0,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
164,3,1,1,0,0,1,0,0,0,4.0,30.0,4.0,5.0,1.12,1.02,1.06,1,5.0,15.0,3.0,5.05,1.11,1.06,1.05,23.0,15.5,3.2,3.2199999999999998,1,164,-7.5,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
165,4,0,1,0,0,1,0,0,0,20.0,10.0,3.0,5.0,1.06,0.89,1.06,1,10.0,17.0,4.0,5.05,1.05,0.98,1.05,28.0,22.5,3.0100000000000002,3.08,1,165,-5.5,0.009999999999999964,1,0,0,1,0,0.0,1,1
169,1,1,1,0,0,1,0,0,0,12.0,33.0,4.0,5.0,1.1,0.94,1.04,1,20.0,6.0,4.0,5.05,1.11,1.05,1.05,32.5,27.0,3.08,3.21,1,169,-5.5,0.009999999999999964,1,0,0,0,1,0.009999999999999964,1,1
170,1,1,1,0,0,1,0,0,0,10.0,20.0,3.0,5.0,1.1,1.02,1.08,1,20.0,20.0,4.0,5.05,1.29,1.11,1.18,23.0,34.0,3.2,3.58,1,170,11.0,0.009999999999999964,1,0,0,0,1,0.009999999999999964,1,1
187,3,0,1,0,0,1,0,0,1,4.0,20.0,3.0,5.62,1.12,1.09,1.06,1,5.0,17.5,3.0,5.05,1.11,1.06,1.05,17.0,16.75,3.27,3.2199999999999998,1,187,-0.25,0.0,1,0,1,0,0,0.0,0,0
190,3,1,1,0,0,1,0,0,0,5.0,42.0,4.0,5.0,1.02,1.07,1.06,1,7.0,30.0,4.0,5.05,1.05,1.01,1.74,30.0,26.0,3.15,3.8,1,190,-4.0,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
196,4,1,1,0,0,1,0,0,0,8.0,19.0,4.0,5.0,0.95,0.85,1.06,1,0.0,30.0,3.0,5.05,1.0,0.9,2.11,21.5,18.0,2.86,4.01,1,196,-3.5,0.009999999999999964,1,0,0,1,1,0.009999999999999964,1,1
197,1,0,1,0,0,1,0,0,0,23.0,10.0,4.0,5.0,0.99,0.89,0.89,1,5.0,21.0,5.0,5.05,1.05,0.95,0.95,32.0,20.5,2.77,2.95,1,197,-11.5,0.009999999999999964,1,0,0,0,0,0.0,1,1
234,1,0,1,0,0,1,0,0,0,0.0,10.0,3.0,5.0,1.12,,0.49,1,10.0,4.0,3.0,5.05,1.04,1.01,0.58,8.0,15.0,,2.63,1,234,7.0,0.009999999999999964,1,0,0,0,0,0.0,0,0
240,3,1,1,0,0,1,0,0,0,15.0,35.0,3.0,5.1,1.18,1.02,1.06,1,15.0,15.0,3.0,5.05,1.1,1.0,1.05,35.5,25.5,3.2600000000000002,3.1500000000000004,1,240,-10.0,0.0,1,0,1,0,1,0.0,1,1
241,3,0,1,0,0,1,0,0,0,15.0,25.0,4.0,5.0,1.12,1.02,1.06,1,15.0,,4.0,5.05,1.15,1.05,1.05,31.5,,3.2,3.25,1,241,,0.009999999999999964,1,0,1,0,0,0.0,1,1
242,3,1,1,0,0,1,0,0,0,25.0,10.0,3.0,5.25,1.1,1.02,1.06,1,12.0,10.0,3.0,5.05,1.11,1.06,1.05,33.0,20.0,3.18,3.2199999999999998,1,242,-13.0,0.0,1,0,1,0,1,0.0,1,1
245,3,0,1,0,0,1,0,0,0,15.0,8.0,3.0,5.5,1.2,1.02,1.02,1,8.0,12.0,4.0,5.05,1.11,1.11,1.05,22.0,18.0,3.2399999999999998,3.2700000000000005,1,245,-4.0,0.0,1,0,1,0,0,0.0,1,1
259,1,0,1,1,0,0,0,0,0,13.0,12.0,4.0,5.0,1.02,0.85,0.85,1,15.0,15.0,4.0,5.05,1.05,,0.84,23.0,26.5,2.72,,1,259,3.5,0.009999999999999964,1,0,0,0,0,0.0,1,1
268,1,1,1,1,0,0,0,0,0,10.0,18.0,4.0,5.0,1.02,0.85,0.85,1,0.0,42.5,2.0,5.05,0.94,0.78,0.84,23.0,23.25,2.72,2.56,1,268,0.25,0.009999999999999964,1,0,0,0,1,0.009999999999999964,1,1
271,2,1,1,1,0,0,0,0,0,0.0,13.0,2.0,5.0,1.02,0.79,2.34,1,0.0,15.0,3.0,5.05,0.9,0.73,2.28,8.5,10.5,4.15,3.9099999999999997,1,271,2.0,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
272,2,1,1,1,0,0,0,0,0,4.0,11.0,3.0,5.05,0.95,0.74,2.34,1,2.0,14.0,3.0,5.25,0.94,0.73,2.32,12.5,12.0,4.029999999999999,3.9899999999999998,1,272,-0.5,0.0,1,1,0,0,1,0.0,0,0
274,2,1,1,1,0,0,0,0,0,0.0,15.0,2.0,5.5,0.91,0.74,2.34,1,3.0,7.0,3.0,5.05,,,2.32,9.5,9.5,3.9899999999999998,,1,274,0.0,0.0,1,1,0,0,1,0.0,0,0
276,2,1,1,1,0,0,0,0,0,5.0,10.0,3.0,5.0,0.95,0.74,2.19,1,5.0,15.0,3.0,5.05,0.95,0.73,2.32,13.0,15.5,3.88,4.0,1,276,2.5,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
296,1,1,1,0,0,1,0,0,0,5.0,16.0,4.0,5.3,1.06,0.95,1.01,1,4.0,9.0,6.0,5.05,1.05,0.94,1.0,17.0,14.5,3.0199999999999996,2.99,1,296,-2.5,0.0,1,0,0,0,1,0.0,0,0
299,2,1,1,0,0,1,0,0,0,3.0,8.0,2.0,5.0,1.06,0.85,2.34,1,6.0,12.0,2.0,5.05,1.05,0.84,2.32,9.0,14.0,4.25,4.21,1,299,5.0,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
301,2,1,1,0,0,1,0,0,0,8.0,12.0,5.0,5.0,1.06,0.85,2.34,1,2.0,7.0,1.0,5.05,0.94,0.84,2.32,19.0,6.5,4.25,4.1,1,301,-12.5,0.009999999999999964,1,1,0,0,1,0.009999999999999964,0,0
320,2,0,1,1,0,0,0,0,1,5.0,9.0,2.0,5.0,1.12,0.8,2.45,1,4.0,6.0,3.0,5.05,1.05,0.84,2.43,11.5,10.0,4.37,4.32,1,320,-1.5,0.009999999999999964,1,1,0,0,0,0.0,0,0
321,2,0,1,1,0,0,0,0,1,3.0,14.0,3.0,5.0,1.12,0.85,2.45,1,4.0,11.0,2.0,5.05,1.05,0.84,2.43,13.0,11.5,4.42,4.32,1,321,-1.5,0.009999999999999964,1,1,0,0,0,0.0,0,0
324,3,0,1,1,0,0,0,0,0,20.0,46.0,5.0,5.25,1.18,1.06,,1,22.0,39.0,5.0,5.05,1.22,1.05,1.05,48.0,46.5,,3.3200000000000003,1,324,-1.5,0.0,1,0,1,0,0,0.0,1,1
326,3,1,1,1,0,0,0,0,1,18.0,45.0,5.0,5.15,1.26,0.99,,1,0.0,45.0,4.0,5.05,1.22,,1.05,45.5,26.5,,,1,326,-19.0,0.0,1,0,1,0,1,0.0,1,1
330,4,0,1,1,0,0,0,0,1,4.0,16.0,3.0,5.42,1.01,0.86,0.95,1,3.0,20.0,3.0,5.67,0.94,0.79,1.26,15.0,16.0,2.8200000000000003,2.99,1,330,1.0,0.0,1,0,0,1,0,0.0,0,0
334,1,0,1,1,0,0,0,0,0,10.0,10.0,3.0,5.0,0.91,0.91,0.91,1,0.0,20.0,3.0,5.05,0.9,0.9,0.85,18.0,13.0,2.73,2.65,1,334,-5.0,0.009999999999999964,1,0,0,0,0,0.0,0,0
349,3,1,1,1,0,0,0,0,0,2.5,27.0,5.0,5.0,1.12,0.91,0.95,1,0.0,20.0,4.0,5.05,1.01,1.01,0.94,21.0,14.0,2.9800000000000004,2.96,1,349,-7.0,0.009999999999999964,1,0,1,0,1,0.009999999999999964,1,1
354,4,0,1,1,0,0,0,0,0,14.0,7.0,3.0,5.06,0.95,0.86,0.95,1,9.0,7.0,3.0,5.05,1.0,0.85,0.94,20.5,15.5,2.76,2.79,1,354,-5.0,0.0,1,0,0,1,0,0.0,1,1
356,4,0,1,1,0,0,0,0,0,11.5,10.0,4.0,5.05,0.95,0.8,1.06,1,0.0,28.0,4.0,5.05,1.0,0.85,1.05,20.5,18.0,2.81,2.9000000000000004,1,356,-2.5,0.0,1,0,0,1,0,0.0,1,1
357,4,0,1,0,0,1,0,0,0,4.5,20.0,3.0,5.0,0.95,0.86,0.95,1,21.0,6.0,3.0,5.25,1.0,0.84,2.35,17.5,27.0,2.76,4.1899999999999995,1,357,9.5,0.009999999999999964,1,0,0,1,0,0.0,0,0
371,1,0,1,0,0,1,0,0,0,12.0,23.0,4.0,5.0,1.06,1.02,0.95,1,11.0,22.0,5.0,5.25,,,,27.5,27.0,3.0300000000000002,,1,371,-0.5,0.009999999999999964,1,0,0,0,0,0.0,1,1
373,1,1,1,0,0,1,0,0,0,14.0,12.0,4.0,5.0,1.01,0.95,1.03,1,18.0,15.0,4.0,5.05,1.1,0.94,1.02,24.0,29.5,2.99,3.06,1,373,5.5,0.009999999999999964,1,0,0,0,1,0.009999999999999964,1,1
375,1,0,1,0,0,1,0,0,0,25.0,10.0,4.0,5.25,1.02,0.8,,1,0.0,25.0,4.0,5.5,1.05,0.94,1.01,34.0,16.5,,3.0,1,375,-17.5,0.0,1,0,0,0,0,0.0,1,1
378,1,1,1,0,0,1,0,0,0,10.0,8.0,4.0,5.0,1.1,0.96,1.1,1,20.0,15.0,4.0,5.05,1.05,0.99,1.03,18.0,31.5,3.16,3.0700000000000003,1,378,13.5,0.009999999999999964,1,0,0,0,1,0.009999999999999964,0,0
381,1,0,1,0,0,1,0,0,0,10.0,20.0,4.0,5.0,1.27,1.17,1.1,1,15.0,15.0,5.0,5.05,1.37,1.16,1.16,24.0,27.5,3.54,3.6900000000000004,1,381,3.5,0.009999999999999964,1,0,0,0,0,0.0,1,1
403,3,1,1,0,0,1,0,0,0,13.0,31.0,,5.05,1.09,1.12,1.06,1,11.0,23.0,3.0,5.05,1.11,1.06,1.05,,25.5,3.27,3.2199999999999998,1,403,,0.0,1,0,1,0,1,0.0,0,0
406,4,1,1,0,0,1,0,0,0,12.0,35.0,4.0,5.0,1.02,,2.14,1,17.0,22.0,4.0,5.5,0.84,0.94,1.99,33.5,32.0,,3.7699999999999996,1,406,-1.5,0.009999999999999964,1,0,0,1,1,0.009999999999999964,1,1
407,4,1,1,0,0,1,0,0,0,5.0,10.0,2.0,5.75,1.17,1.17,1.38,1,8.0,7.0,3.0,5.5,1.05,1.16,2.32,12.0,14.5,3.7199999999999998,4.529999999999999,1,407,2.5,0.0,1,0,0,1,1,0.0,0,0
409,1,0,1,0,0,1,0,0,0,3.0,60.0,2.0,5.0,1.19,0.87,0.95,1,0.0,15.0,3.0,5.05,1.09,1.04,1.01,35.0,10.5,3.01,3.1399999999999997,1,409,-24.5,0.009999999999999964,1,0,0,0,0,0.0,1,1
1,1,0,1,0,1,0,0,0,0,16.0,30.0,4.0,4.5,0.93,0.83,0.85,1,20.0,40.0,4.0,5.05,1.05,0.79,0.9,35.0,44.0,2.61,2.74,1,1,9.0,0.12222222222222218,1,0,0,0,0,0.0,1,1
2,1,0,1,0,1,0,0,0,0,10.0,6.0,3.0,4.75,1.06,0.91,0.96,1,7.5,10.0,3.0,5.25,1.05,1.01,0.94,16.0,15.5,2.93,3.0,1,2,-0.5,0.06315789473684207,1,0,0,0,0,0.0,0,0
3,2,0,1,0,1,0,0,0,0,6.0,13.0,3.0,4.25,1.06,0.95,3.09,1,4.0,7.0,3.0,5.05,1.05,0.94,2.75,15.5,10.5,5.1,4.74,1,3,-5.0,0.18823529411764703,1,1,0,0,0,0.0,0,0
4,3,0,1,0,1,0,0,0,0,10.0,12.0,3.0,4.75,1.06,1.0,2.13,1,5.0,30.0,4.0,5.05,1.22,1.37,0.89,19.0,24.0,4.1899999999999995,3.48,1,4,5.0,0.06315789473684207,1,0,1,0,0,0.0,0,0
